CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
82074883,2023,2023-05-23,1925,2023-05-11,1158,21995,164,4,5,6,1925,0,0,0,,0,001,"BRAND BOULEVARD","GLENOAKS BLVD",9.00,N,N,A,-,Y,,,,,,,,,,Y,3,0,1,2,A,-,21,22106,,N,G,B,B,A,H,-,A,D,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25514984130859,34.159263610839844
82074886,2023,2023-05-23,1925,2023-05-11,1617,22783,111,4,5,6,1925,0,0,0,,0,005,"PENNSYLVANIA AVENUE","ORANGE AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21800,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.238380432128906,-118.24830627441406,"LOS ANGELES",GLENDALE,-118.24861145019531,34.238430023193359
82074888,2023,2023-05-23,1925,2023-05-11,1829,21995,248,4,5,6,1925,0,0,0,,0,002,"COLORADO STREET","BRAND BOULEVARD",168.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.142459869384766,-118.25504302978516,"LOS ANGELES",GLENDALE,-118.25437927246094,34.142578125
82075983,2023,2023-05-24,1925,2023-05-09,"812 ",21092,242,2,5,6,1925,0,0,0,,0,003,"CHEVY CHASE DRIVE","ORANGE GROVE AVENUE",0.00,,Y,B,-,N,,,,,,,,,,Y,4,0,2,3,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.23961639404297,34.143516540527344
82075984,2023,2023-05-24,1925,2023-05-10,"937 ",21092,282,3,5,6,1925,0,0,0,,0,003,"GLENDALE AVENUE","CYPRESS STREET (N)",216.00,N,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25247955322266,34.130397796630859
82075985,2023,2023-05-24,1925,2023-05-10,1109,22783,274,3,5,6,1925,0,0,0,,0,002,"SAN FERNANDO ROAD","PALMER AVENUE (S)",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.26174163818359,34.132068634033203
82078935,2023,2023-05-26,1925,2023-05-14,"947 ",28535,123,7,5,6,1925,0,0,0,,0,005,"HONOLULU AVENUE","LA CRESCENTA AVENUE",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.211429595947266,-118.23998260498047,"LOS ANGELES",GLENDALE,-118.24000549316406,34.211456298828125
82079811,2023,2023-05-29,1925,2023-05-14,1133,27629,119,7,5,6,1925,0,0,0,,0,005,"HONOLULU AVENUE","PENNSYLVANIA AVENUE (S)",610.00,W,N,A,-,N,,,,,,,,,,N,3,0,3,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,1,2,0,0,0,0,0,0,"- ","- ",34.217071533203125,-118.24867248535156,"LOS ANGELES",GLENDALE,-118.25035095214844,34.221515655517578
82079980,2023,2023-05-29,1925,2023-05-11,1610,26039,272,4,5,6,1925,0,0,0,,0,002,"CHEVY CHASE DRIVE","COLUMBUS AVENUE",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",34.133518218994141,-118.26075744628906,"LOS ANGELES",GLENDALE,-118.26073455810547,34.133499145507812
82080243,2023,2023-05-29,1925,2023-05-12,2015,22783,235,5,5,6,1925,0,0,0,,0,004,"BRAND BOULEVARD","WILSON AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21954,A,N,G,B,D,A,H,-,C,A,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25495910644531,34.148059844970703
82080244,2023,2023-05-29,1925,2023-05-14,2057,27016,164,7,5,6,1925,0,0,0,,0,001,"GLENOAKS BOULEVARD","BRAND BOULEVARD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25514984130859,34.15924072265625
82080789,2023,2023-05-30,1925,2023-05-17,"12  ",21975,253,3,5,6,1925,0,0,0,,0,002,"COLORADO STREET",WCL/LOUISE,63.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.2528076171875,34.142593383789062
82080792,2023,2023-05-30,1925,2023-05-18,1350,22783,274,4,5,6,1925,0,0,0,,0,002,"SAN FERNANDO ROAD","FERNANDO COURT",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25985717773438,34.129043579101562
82080794,2023,2023-05-30,1925,2023-05-18,1730,29235,277,4,5,6,1925,0,0,0,,0,002,"RAILROAD STREET","GARDENA AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,F,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.127189636230469,-118.26027679443359,"LOS ANGELES",GLENDALE,-118.26023101806641,34.127288818359375
82080795,2023,2023-05-30,1925,2023-05-19,1236,29405,239,5,5,6,1925,0,0,0,,0,004,"CHEVY CHASE DRIVE","VERDUGO ROAD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.151100158691406,-118.2364501953125,"LOS ANGELES",GLENDALE,-118.23643493652344,34.151237487792969
82081973,2023,2023-05-31,1925,2023-05-11,"909 ",29326,214,4,5,6,1925,0,0,0,,0,001,"PACIFIC AVENUE","ARDEN AVENUE (N)",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.26406097412109,34.158256530761719
82081974,2023,2023-05-31,1925,2023-05-14,1700,25163,257,7,5,6,1925,0,0,0,,0,002,"COLORADO STREET","GALLERIA WAY",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,A,0,,,Y,,Y,,C,06,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25917053222656,34.142551422119141
82084175,2023,2023-06-05,1925,2023-05-19,2307,28664,225,5,5,6,1925,0,0,0,,0,002,"CALIFORNIA AVENUE","CENTRAL AVENUE",407.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,3,A,-,01,23152,A,N,D,E,A,A,H,-,C,D,0,,,,,Y,Y,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.149768829345703,-118.25794219970703,"LOS ANGELES",GLENDALE,-118.25925445556641,34.14990234375
82085083,2023,2023-06-05,1925,2023-05-17,1736,28595,196,3,5,6,1925,0,0,0,,0,001,"SAN FERNANDO ROAD","WESTERN AVENUE",50.00,E,N,A,-,N,,,,,,,,,,Y,4,0,5,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,5,0,0,0,0,0,0,"- ","- ",34.168750762939453,-118.29209136962891,"LOS ANGELES",GLENDALE,-118.29205322265625,34.168701171875
82085086,2023,2023-06-05,1925,2023-05-18,2235,22783,256,4,5,6,1925,0,0,0,,0,003,"COLORADO STREET","EVERETT STREET",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,05,21650,A,N,B,C,A,A,H,-,C,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.24555969238281,34.142669677734375
82085090,2023,2023-06-05,1925,2023-05-22,1110,28043,248,1,5,6,1925,0,0,0,,0,003,"COLORADO STREET","BRAND BOULEVARD",180.00,E,N,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,3,0,0,0,0,0,0,0,"- ","- ",34.142459869384766,-118.25504302978516,"LOS ANGELES",GLENDALE,-118.25433349609375,34.142578125
82085337,2023,2023-06-05,1925,2023-05-06,"840 ",26050,211,6,5,6,1925,0,0,0,,0,001,"RIVERSIDE DRIVE","JUSTIN AVENUE",36.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,N,C,G,A,A,H,-,A,A,0,,Y,,,Y,,D,23,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.29936981201172,34.158672332763672
82085340,2023,2023-06-05,1925,2023-05-23,1958,26160,119,2,5,6,1925,0,0,0,,0,005,"PENNSYLVANIA AVENUE","RT 210",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,08,22107,,N,B,C,A,A,H,-,B,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.24873352050781,34.222976684570312
82085525,2023,2023-06-05,1925,2023-05-21,1432,22783,228,7,5,6,1925,0,0,0,,0,004,"MONTEREY ROAD","JACKSON STREET",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,5,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",34.157360076904297,-118.25025177001953,"LOS ANGELES",GLENDALE,-118.25025177001953,34.157493591308594
82086587,2023,2023-06-06,1925,2023-05-25,"814 ",29326,218,4,5,6,1925,0,0,0,,0,002,"PACIFIC AVENUE","CALIFORNIA AVENUE",0.00,,Y,B,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.26454162597656,34.149806976318359
82090837,2023,2023-06-12,1925,2023-05-30,1406,21092,266,2,5,6,1925,0,0,0,,0,002,"COLORADO STREET","KENILWORTH AVENUE",201.00,E,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,M,C,C,A,A,H,-,A,D,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.26722717285156,34.14215087890625
82090839,2023,2023-06-12,1925,2023-05-30,1501,24810,242,2,5,6,1925,0,0,0,,0,003,"COLORADO STREET","ADAMS STREET",165.00,E,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.14263916015625,-118.24182891845703,"LOS ANGELES",GLENDALE,-118.24125671386719,34.142650604248047
82091047,2023,2023-06-12,1925,2023-05-31,1810,28525,267,3,5,6,1925,0,0,0,,0,002,"COLUMBUS AVENUE","RIVERDALE DRIVE",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,D,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,"- ","- ",34.138759613037109,-118.26081085205078,"LOS ANGELES",GLENDALE,-118.26079559326172,34.138690948486328
82092153,2023,2023-06-13,1925,2023-05-15,2322,29440,237,1,5,6,1925,0,0,0,,0,003,"GLENDALE AVENUE","WILSON AVENUE",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",34.148151397705078,-118.24645233154297,"LOS ANGELES",GLENDALE,-118.24645233154297,34.148151397705078
82092161,2023,2023-06-13,1925,2023-05-30,1256,21092,237,2,5,6,1925,0,0,0,,0,004,BROADWAY,"ISABEL STREET",47.00,W,N,B,-,N,,,,,,,,,,Y,4,0,1,5,A,-,08,22107,,N,C,D,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.24901580810547,34.146339416503906
82092165,2023,2023-06-13,1925,2023-05-31,1628,27016,243,3,5,6,1925,0,0,0,,0,003,"VERDUGO ROAD","DIXON STREET",60.00,S,N,B,-,N,,,,,,,,,,Y,3,0,1,2,A,-,08,22107,,N,B,E,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.23365020751953,34.141326904296875
82092168,2023,2023-06-13,1925,2023-06-02,"142 ",29405,239,5,5,6,1925,0,0,0,,0,004,"CHEVY CHASE DRIVE","WILSON AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,F,D,C,A,A,H,-,C,A,0,,,Y,,Y,,B,01,0,0,1,0,0,0,0,0,1,"- ","- ",34.1480712890625,-118.23948669433594,"LOS ANGELES",GLENDALE,-118.23950958251953,34.148097991943359
82093177,2023,2023-06-14,1925,2023-05-13,1729,29572,219,6,5,6,1925,0,0,0,,0,001,"PACIFIC AVENUE","SR 134 W/B ONRAMP",0.00,,Y,A,-,Y,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.156608581542969,-118.26429748535156,"LOS ANGELES",GLENDALE,-118.26442718505859,34.156295776367188
82093179,2023,2023-06-14,1925,2023-05-23,2046,21370,260,2,5,6,1925,0,0,0,,0,002,"CENTRAL AVENUE","COLORADO STREET",400.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,1,D,-,00,,,N,H,A,A,A,H,-,C,D,0,,Y,,,Y,Y,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",34.142440795898438,-118.25794219970703,"LOS ANGELES",GLENDALE,-118.25788879394531,34.143638610839844
82093181,2023,2023-06-14,1925,2023-05-28,1632,24489,,7,5,6,1925,0,0,0,,0,003,"ACACIA AVENUE","MARIPOSA STREET (E)",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",34.134899139404297,-118.24990081787109,"LOS ANGELES",GLENDALE,-118.25054931640625,34.134895324707031
82095341,2023,2023-06-16,1925,2023-05-20,1103,28670,158,6,5,6,1925,0,0,0,,0,004,"VERDUGO ROAD","GLENOAKS BOULEVARD",255.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,17,22517,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.157741546630859,-118.237060546875,"LOS ANGELES",GLENDALE,-118.23719787597656,34.157047271728516
82095344,2023,2023-06-16,1925,2023-06-03,1750,24489,,6,5,6,1925,0,0,0,,0,001,"KENNETH ROAD","SONORA AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,N,A,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.172901153564453,-118.28092193603516,"LOS ANGELES",GLENDALE,-118.28092956542969,34.172920227050781
82095345,2023,2023-06-16,1925,2023-06-03,1944,25163,233,6,5,6,1925,0,0,0,,0,004,"GLENDALE AVENUE","DORAN STREET",176.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,B,D,0,,,Y,,Y,,C,06,0,0,1,0,0,0,0,0,0,"- ","- ",34.153388977050781,-118.24365234375,"LOS ANGELES",GLENDALE,-118.24339294433594,34.153968811035156
82096195,2023,2023-06-19,1925,2023-05-29,1742,26039,222,1,5,6,1925,0,0,0,,0,002,"CENTRAL AVENUE","SANCHEZ DRIVE",0.00,,Y,A,-,Y,,,,,,,,,,Y,4,0,3,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",34.155941009521484,-118.25795745849609,"LOS ANGELES",GLENDALE,-118.25794982910156,34.156024932861328
82096395,2023,2023-06-19,1925,2023-05-31,1751,22783,266,3,5,6,1925,0,0,0,,0,002,"SAN FERNANDO ROAD","RIVERDALE DRIVE",26.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,Y,Y,,G,27,0,0,1,0,0,0,0,0,0,"- ","- ",34.138690948486328,-118.26763916015625,"LOS ANGELES",GLENDALE,-118.26765441894531,34.138687133789062
82096575,2023,2023-06-19,1925,2023-06-02,2108,29633,225,5,5,6,1925,0,0,0,,0,002,"WILSON AVENUE","COLUMBUS AVENUE",100.00,E,N,A,-,N,,,,,,,,,,N,4,0,3,2,A,-,08,22107,,N,B,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",34.148021697998047,-118.26133728027344,"LOS ANGELES",GLENDALE,-118.26103973388672,34.148017883300781
82097501,2023,2023-06-20,1925,2023-06-04,"150 ",28644,193,7,5,6,1925,0,0,0,,0,001,"GLENOAKS BOULEVARD","SONORA AVENUE",215.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.28534698486328,34.167854309082031
82097502,2023,2023-06-20,1925,2023-06-05,1900,27896,,1,5,6,1925,0,0,0,,0,001,"JUSTIN AVENUE","GLENOAKS BOULEVARD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,D,22,0,1,0,0,1,0,0,0,0,"- ","- ",34.169761657714844,-118.28780364990234,"LOS ANGELES",GLENDALE,-118.287841796875,34.169670104980469
82098480,2023,2023-06-21,1925,2023-06-09,1043,28922,280,5,5,6,1925,0,0,0,,0,003,"CHEVY CHASE DRIVE","GLENDALE AVENUE",210.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22102,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES",GLENDALE,-118.25129699707031,34.133529663085938
